2007-01,4
2007-02,3
2007-03,2
2007-04,2
2007-05,2
2007-06,3
2007-07,3
2007-08,3
2007-09,4
2007-10,5
2007-11,23
2007-12,77
2008-01,5
2008-02,2
2008-03,2
2008-04,2
2008-05,2
2008-06,2
2008-07,3
2008-08,3
2008-09,3
2008-10,5
2008-11,18
2008-12,74
2009-01,4
2009-02,2
2009-03,3
2009-04,2
2009-05,2
2009-06,2
2009-07,2
2009-08,3
2009-09,3
2009-10,5
2009-11,19
2009-12,78
2010-01,5
2010-02,3
2010-03,3
2010-04,2
2010-05,2
2010-06,2
2010-07,2
2010-08,3
2010-09,3
2010-10,5
2010-11,18
2010-12,72
2011-01,6
2011-02,4
2011-03,4
2011-04,3
2011-05,3
2011-06,3
2011-07,3
2011-08,3
2011-09,3
2011-10,5
2011-11,21
2011-12,82
2012-01,6
2012-02,5
2012-03,5
2012-04,3
2012-05,3
2012-06,3
2012-07,3
2012-08,3
2012-09,3
2012-10,5
2012-11,24
2012-12,78
2013-01,5
2013-02,3
2013-03,3
2013-04,2
2013-05,2
2013-06,3
2013-07,3
2013-08,3
2013-09,3
2013-10,5
2013-11,21
2013-12,85
2014-01,5
2014-02,3
2014-03,3
2014-04,3
2014-05,2
2014-06,3
2014-07,3
2014-08,3
2014-09,3
2014-10,5
2014-11,22
2014-12,86
2015-01,5
2015-02,3
2015-03,3
2015-04,3
2015-05,3
2015-06,3
2015-07,3
2015-08,3
2015-09,4
2015-10,6
2015-11,24
2015-12,87
2016-01,6
2016-02,3
2016-03,3
2016-04,3
2016-05,3
2016-06,3
2016-07,3
2016-08,3
2016-09,4
2016-10,6
2016-11,28
2016-12,100
2017-01,6
2017-02,3
2017-03,3
2017-04,3
2017-05,3
2017-06,3
2017-07,4
2017-08,3
2017-09,4
2017-10,7
2017-11,29
2017-12,95
2018-01,5
2018-02,3
2018-03,3
2018-04,3
